FBgn0000008	FBgn0114341	Dere\GG22167	EOG091902HN
FBgn0016762	FBgn0278282	Dere\GG26977	EOG09190C5I
FBgn0016794	FBgn0107128	Dere\GG14873	EOG091903EV
FBgn0016797	FBgn0105692	Dere\GG13420	EOG091903VA
FBgn0016917	FBgn0107663	Dere\GG15412	EOG091902YD
FBgn0016919	FBgn0113664	Dere\GG21485	EOG091903KD
FBgn0016920	FBgn0117198	Dere\GG25069	EOG091900DI
FBgn0016926	FBgn0116745	Dere\GG24613	EOG09190FL0
FBgn0016930	FBgn0102467	Dere\GG10156	EOG091904V9
FBgn0016970	FBgn0115582	Dere\GG23435	EOG09190FBB
FBgn0016975	FBgn0109726	Dere\GG17501	EOG091901R4
FBgn0016976	FBgn0109725	Dere\GG17500	EOG091904UT
FBgn0016977	FBgn0116833	Dere\GG24702	EOG0919004W
FBgn0016978	FBgn0115705	Dere\GG23559	EOG09190DNF
FBgn0016983	FBgn0106680	Dere\GG14421	EOG091903EU
FBgn0016984	FBgn0113014	Dere\GG20828	EOG091902YF
FBgn0017414	FBgn0114873	Dere\GG22708	EOG09190EL9
FBgn0017418	FBgn0110357	Dere\GG18141	EOG091905O6
FBgn0017429	FBgn0107323	Dere\GG15069	EOG0919071T
FBgn0017430	FBgn0107325	Dere\GG15071	EOG09190EDH
FBgn0017456	FBgn0117264	Dere\GG25139	EOG09190HBW
FBgn0017457	FBgn0116791	Dere\GG24659	EOG09190FOW
FBgn0017482	FBgn0112887	Dere\GG20700	EOG09190797
FBgn0017545	FBgn0108696	Dere\GG16465	EOG09190DX4
FBgn0017550	FBgn0103229	Dere\GG10926	EOG091908X2
FBgn0017551	FBgn0102747	Dere\GG10438	EOG09190C7E
FBgn0017556	FBgn0112122	Dere\GG19922	EOG09190E9Z
FBgn0017558	FBgn0116212	Dere\GG24073	EOG0919084Z
FBgn0017561	FBgn0111099	Dere\GG18892	EOG0919029T
FBgn0017566	FBgn0084715	Dere\ND75	EOG091903CU
FBgn0017567	FBgn0112535	Dere\GG20344	EOG09190ERL
FBgn0017572	FBgn0108100	Dere\GG15862	EOG09190BKL
FBgn0017577	FBgn0109916	Dere\GG17694	EOG0919033H
FBgn0017578	FBgn0105689	Dere\GG13417	EOG09190J6R
FBgn0017579	FBgn0106589	Dere\GG14328	EOG09190HG9
FBgn0017581	FBgn0109423	Dere\GG17196	EOG091901RY
FBgn0017590	FBgn0103472	Dere\GG11171	EOG091907H6
FBgn0019624	FBgn0110679	Dere\GG18466	EOG09190HPC
FBgn0019637	FBgn0105225	Dere\GG12952	EOG09190B0L
FBgn0019643	FBgn0115103	Dere\GG22946	EOG09190CT9
FBgn0019644	FBgn0107660	Dere\GG15409	EOG09190ETV
FBgn0019650	FBgn0108634	Dere\GG16402	EOG091906L6
FBgn0019662	FBgn0106677	Dere\GG14418	EOG09190ASS
FBgn0019686	FBgn0113397	Dere\GG21217	EOG091907O9
FBgn0019809	FBgn0102353	Dere\GG10041	EOG091906NA
FBgn0019828	FBgn0105993	Dere\GG13730	EOG09190ISY
FBgn0019830	FBgn0116624	Dere\GG24492	EOG09190BTS
FBgn0019890	FBgn0102484	Dere\GG10174	EOG091901AH
FBgn0019925	FBgn0112839	Dere\GG20651	EOG09190DQB
FBgn0019928	FBgn0112572	Dere\GG20381	EOG09190F3B
FBgn0019929	FBgn0110543	Dere\GG18327	EOG091909FT
FBgn0019932	FBgn0102421	Dere\GG10109	EOG09190BTQ
FBgn0019936	FBgn0116277	Dere\GG24144	EOG09190IR8
FBgn0019938	FBgn0114589	Dere\GG22417	EOG091900G2
FBgn0019940	FBgn0109159	Dere\GG16931	EOG091909PQ
FBgn0019949	FBgn0113958	Dere\GG21780	EOG091909DB
FBgn0019952	FBgn0103573	Dere\GG11272	EOG091905FO
FBgn0019957	FBgn0103403	Dere\GG11101	EOG0919089Y
FBgn0019960	FBgn0104833	Dere\GG12545	EOG091904ON
FBgn0019968	FBgn0114521	Dere\GG22349	EOG091900BM
FBgn0019972	FBgn0277745	Dere\GG26440	EOG09190BE1
FBgn0019982	FBgn0116505	Dere\GG24373	EOG09190EI1
FBgn0019985	FBgn0108633	Dere\GG16401	EOG09190239
FBgn0019990	FBgn0104101	Dere\GG11806	EOG091900HC
FBgn0020018	FBgn0104618	Dere\GG12328	EOG091908MM
FBgn0020224	FBgn0106574	Dere\GG14313	EOG091903RI
FBgn0020235	FBgn0104296	Dere\GG12004	EOG09190D3O
FBgn0020236	FBgn0114483	Dere\GG22311	EOG0919016O
FBgn0020238	FBgn0114946	Dere\GG22781	EOG09190DM2
FBgn0020248	FBgn0106854	Dere\GG14598	EOG09190760
FBgn0020249	FBgn0102896	Dere\GG10588	EOG091909BM
FBgn0020251	FBgn0107601	Dere\GG15349	EOG091901FK
FBgn0020255	FBgn0111083	Dere\GG18876	EOG09190EQS
FBgn0020257	FBgn0112295	Dere\GG20101	EOG091906CH
FBgn0020258	FBgn0116391	Dere\GG24259	EOG091903YJ
FBgn0020261	FBgn0110272	Dere\GG18055	EOG091900LL
FBgn0020269	FBgn0114579	Dere\GG22407	EOG091909FE
FBgn0020270	FBgn0115859	Dere\GG23718	EOG091906K9
FBgn0020272	FBgn0111930	Dere\GG19729	EOG091905GT
FBgn0020277	FBgn0105663	Dere\Obp76a	EOG09190I5Z
FBgn0020278	FBgn0104788	Dere\GG12500	EOG091900W1
FBgn0020279	FBgn0115478	Dere\GG23327	EOG091905Z2
FBgn0020280	FBgn0103590	Dere\GG11289	EOG09190748
FBgn0020294	FBgn0105535	Dere\GG13263	EOG091901XO
FBgn0020299	FBgn0109090	Dere\GG16862	EOG0919013M
FBgn0020300	FBgn0105916	Dere\GG13652	EOG09190G24
FBgn0020304	FBgn0116757	Dere\GG24625	EOG091906BR
FBgn0020305	FBgn0116754	Dere\GG24622	EOG09190BY1
FBgn0020306	FBgn0114285	Dere\GG22110	EOG0919005G
FBgn0020307	FBgn0114350	Dere\GG22176	EOG091903NI
FBgn0020309	FBgn0102606	Dere\GG10297	EOG091903EM
FBgn0020312	FBgn0112988	Dere\GG20802	EOG091902B8
FBgn0020369	FBgn0111920	Dere\GG19719	EOG091909WG
FBgn0020370	FBgn0114696	Dere\GG22525	EOG091900ML
FBgn0020371	FBgn0117287	Dere\GG25162	EOG09190I3R
FBgn0020372	FBgn0115053	Dere\GG22896	EOG09190C6S
FBgn0020376	FBgn0117111	Dere\GG24982	EOG09190BGD
FBgn0020378	FBgn0110539	Dere\GG18323	EOG091909WQ
FBgn0020379	FBgn0109515	Dere\GG17288	EOG0919033E
FBgn0020381	FBgn0105037	Dere\GG12750	EOG091907RR
FBgn0020385	FBgn0109850	Dere\GG17628	EOG091901RE
FBgn0020386	FBgn0106947	Dere\GG14691	EOG091903Z9
FBgn0020388	FBgn0106080	Dere\GG13817	EOG091902ZV
FBgn0020389	FBgn0108299	Dere\GG16064	EOG091904G3
FBgn0020391	FBgn0112549	Dere\GG20358	EOG091902UT
FBgn0020392	FBgn0107167	Dere\GG14913	EOG09190838
FBgn0020399	FBgn0109218	Dere\GG16990	EOG09190KPH
FBgn0020407	FBgn0109217	Dere\GG16989	EOG0919042A
FBgn0020412	FBgn0106206	Dere\GG13944	EOG0919029O
FBgn0020414	FBgn0114915	Dere\GG22750	EOG091907RT
FBgn0020415	FBgn0114914	Dere\GG22749	EOG091907P1
FBgn0020416	FBgn0114912	Dere\GG22747	EOG091909QH
FBgn0020429	FBgn0117214	Dere\GG25085	EOG091901Y3
FBgn0020440	FBgn0113092	Dere\GG20908	EOG091900J0
FBgn0020443	FBgn0115925	Dere\GG23786	EOG0919060M
FBgn0020445	FBgn0116579	Dere\GG24447	EOG091902UR
FBgn0020493	FBgn0114140	Dere\GG21962	EOG091905RT
FBgn0020496	FBgn0111561	Dere\GG19357	EOG091907SH
FBgn0020497	FBgn0102858	Dere\GG10550	EOG091901CT
FBgn0020503	FBgn0113268	Dere\GG21085	EOG091900L8
FBgn0020506	FBgn0025090	Dere\Amyrel	EOG091905PP
FBgn0020508	FBgn0111653	Dere\GG19450	EOG09190CUJ
FBgn0020509	FBgn0107140	Dere\GG14885	EOG09190ITB
FBgn0020510	FBgn0113670	Dere\GG21491	EOG0919082Y
FBgn0020513	FBgn0111743	Dere\GG19541	EOG09190831
FBgn0020521	FBgn0115143	Dere\GG22986	EOG091909QA
FBgn0020545	FBgn0116881	Dere\GG24750	EOG09190B9W
FBgn0020616	FBgn0102753	Dere\GG10444	EOG091901DF
FBgn0020617	FBgn0114242	Dere\GG22067	EOG0919085P
FBgn0020618	FBgn0115649	Dere\GG23503	EOG09190AT0
FBgn0020620	FBgn0114623	Dere\GG22451	EOG091906GG
FBgn0020621	FBgn0102877	Dere\GG10569	EOG091900YU
FBgn0020622	FBgn0116843	Dere\GG24712	EOG091907MC
FBgn0020626	FBgn0084403	Dere\Osbp	EOG091902SY
FBgn0020633	FBgn0106615	Dere\GG14355	EOG091903D8
FBgn0020645	FBgn0107580	Dere\GG15328	EOG09190JFR
FBgn0020647	FBgn0104670	Dere\GG12382	EOG091901NM
FBgn0020653	FBgn0111512	Dere\GG19308	EOG0919053L
FBgn0020655	FBgn0106096	Dere\GG13833	EOG0919093E
FBgn0020660	FBgn0103237	Dere\GG10934	EOG09190A82
FBgn0020762	FBgn0117121	Dere\GG24992	EOG091902OS
FBgn0020764	FBgn0115068	Dere\GG22911	EOG091905ST
FBgn0020765	FBgn0106340	Dere\GG14078	EOG09190JX2
FBgn0020767	FBgn0114571	Dere\GG22399	EOG091906LU
FBgn0020880	FBgn0115655	Dere\GG23509	EOG0919083G
FBgn0020887	FBgn0105633	Dere\GG13361	EOG091903SP
FBgn0020906	FBgn0116468	Dere\GG24336	EOG09190DOJ
FBgn0020907	FBgn0109053	Dere\GG16823	EOG09190GT1
FBgn0020908	FBgn0115253	Dere\GG23100	EOG09190FUG
FBgn0020909	FBgn0110031	Dere\GG17810	EOG09190940
FBgn0020910	FBgn0110196	Dere\GG17978	EOG091909D5
FBgn0020912	FBgn0104079	Dere\GG11784	EOG091909PU
FBgn0020930	FBgn0112526	Dere\GG20335	EOG0919050U
FBgn0021742	FBgn0111096	Dere\GG18889	EOG091908E4
FBgn0021750	FBgn0109144	Dere\GG16916	EOG09190BBH
FBgn0021760	FBgn0108397	Dere\GG16162	EOG091900QO
FBgn0021761	FBgn0115834	Dere\GG23693	EOG0919012G
FBgn0021764	FBgn0105083	Dere\GG12806	EOG0919005S
FBgn0021765	FBgn0111353	Dere\GG19147	EOG09190E4O
FBgn0021767	FBgn0111257	Dere\GG19051	EOG09190AKP
FBgn0021768	FBgn0105850	Dere\GG13580	EOG09190D05
FBgn0021776	FBgn0277854	Dere\GG26549	EOG091903SK
FBgn0021795	FBgn0114824	Dere\GG22653	EOG09190H11
FBgn0021796	FBgn0115945	Dere\GG23806	EOG0919004A
FBgn0021800	FBgn0117099	Dere\GG24970	EOG09190CG9
FBgn0021814	FBgn0102987	Dere\GG10681	EOG09190F96
FBgn0021818	FBgn0114374	Dere\GG22200	EOG091900S7
FBgn0021825	FBgn0115538	Dere\GG23390	EOG09190B0P
FBgn0021847	FBgn0103130	Dere\GG10825	EOG091902PS
FBgn0021856	FBgn0113471	Dere\GG21292	EOG09190DWM
FBgn0021872	FBgn0114266	Dere\GG22091	EOG09190AOX
FBgn0021874	FBgn0116771	Dere\GG24639	EOG09190636
FBgn0021875	FBgn0115102	Dere\GG22945	EOG09190ACA
FBgn0021895	FBgn0112190	Dere\GG19991	EOG09190KCF
FBgn0021906	FBgn0116715	Dere\GG24583	EOG09190F06
FBgn0021944	FBgn0102757	Dere\GG10448	EOG09190A81
FBgn0021967	FBgn0117074	Dere\GG24945	EOG09190GUF
FBgn0021979	FBgn0064603	Dere\l(2)k09913	EOG0919096I
FBgn0021995	FBgn0115491	Dere\GG23340	EOG091904EW
FBgn0022023	FBgn0116454	Dere\GG24322	EOG09190AST
FBgn0022027	FBgn0115522	Dere\GG23371	EOG09190GEZ
FBgn0022029	FBgn0112863	Dere\GG20676	EOG09190591
FBgn0022069	FBgn0102518	Dere\GG10208	EOG091905OO
FBgn0022097	FBgn0112723	Dere\GG20533	EOG09190EDV
FBgn0022153	FBgn0117128	Dere\GG24999	EOG091900NL
FBgn0022160	FBgn0114500	Dere\GG22328	EOG0919031B
FBgn0022213	FBgn0112299	Dere\GG20105	EOG091901MD
FBgn0022224	FBgn0103099	Dere\GG10794	EOG09190K9N
FBgn0022238	FBgn0113172	Dere\GG20988	EOG09190IFR
FBgn0022288	FBgn0115331	Dere\GG23179	EOG091907LS
FBgn0022338	FBgn0115252	Dere\GG23099	EOG09190DXR
FBgn0022343	FBgn0115176	Dere\GG23019	EOG09190G6U
FBgn0022344	FBgn0109049	Dere\GG16819	EOG09190DJ4
FBgn0022349	FBgn0104125	Dere\GG11830	EOG09190E2M
FBgn0022355	FBgn0111369	Dere\GG19163	EOG091904AW
FBgn0022361	FBgn0108622	Dere\GG16390	EOG09190DEK
FBgn0022382	FBgn0117365	Dere\GG25241	EOG09190AXW
FBgn0022700	FBgn0112994	Dere\GG20808	EOG0919088K
FBgn0022702	FBgn0106822	Dere\GG14565	EOG0919073L
FBgn0022709	FBgn0106109	Dere\GG13846	EOG09190FMK
FBgn0022710	FBgn0111599	Dere\GG19396	EOG091900K3
FBgn0022724	FBgn0111356	Dere\GG19150	EOG09190D33
FBgn0022740	FBgn0113999	Dere\GG21821	EOG09190H9L
FBgn0022764	FBgn0114738	Dere\GG22567	EOG091900I0
FBgn0022768	FBgn0110735	Dere\GG18522	EOG0919096W
FBgn0022770	FBgn0111480	Dere\GG19276	EOG09190DN2
FBgn0022772	FBgn0103040	Dere\GG10735	EOG0919028N
FBgn0022774	FBgn0105657	Dere\GG13385	EOG09190818
FBgn0022786	FBgn0111855	Dere\GG19653	EOG091902OI
FBgn0022787	FBgn0109196	Dere\GG16968	EOG091900FW
FBgn0022800	FBgn0104570	Dere\GG12279	EOG091905FZ
FBgn0022893	FBgn0113662	Dere\GG21483	EOG09190IYJ
FBgn0022936	FBgn0108461	Dere\GG16226	EOG09190B6M
FBgn0022942	FBgn0110928	Dere\GG18719	EOG091902PK
FBgn0022943	FBgn0114835	Dere\GG22670	EOG09190HAX
FBgn0022959	FBgn0106119	Dere\GG13856	EOG09190H4L
FBgn0022960	FBgn0103086	Dere\GG10781	EOG091904CE
FBgn0022981	FBgn0104826	Dere\GG12538	EOG091904LL
FBgn0022985	FBgn0114363	Dere\GG22189	EOG09190DVQ
FBgn0022986	FBgn0112883	Dere\GG20696	EOG09190B4S
FBgn0022987	FBgn0112870	Dere\GG20683	EOG09190D83
FBgn0023001	FBgn0106667	Dere\GG14408	EOG091901SW
FBgn0023023	FBgn0105187	Dere\GG12914	EOG091905H7
FBgn0023076	FBgn0107192	Dere\GG14938	EOG091903NC
FBgn0023081	FBgn0112153	Dere\GG19953	EOG091900H1
FBgn0023083	FBgn0115093	Dere\GG22936	EOG091904O7
FBgn0023090	FBgn0113479	Dere\GG21300	EOG091906X0
FBgn0023091	FBgn0113477	Dere\GG21298	EOG09190D04
FBgn0023094	FBgn0105641	Dere\GG13369	EOG091909J9
FBgn0023095	FBgn0107875	Dere\GG15631	EOG091904RC
FBgn0023096	FBgn0113904	Dere\GG21726	EOG09190011
FBgn0023097	FBgn0116139	Dere\GG24000	EOG091901NN
FBgn0023129	FBgn0107626	Dere\GG15374	EOG09190DQ8
FBgn0023130	FBgn0104974	Dere\GG12686	EOG09190HSN
FBgn0023143	FBgn0117389	Dere\GG25268	EOG0919015Y
FBgn0023167	FBgn0112442	Dere\GG20251	EOG09190JZV
FBgn0023169	FBgn0105126	Dere\GG12850	EOG091905MV
FBgn0023170	FBgn0112156	Dere\GG19956	EOG09190KUM
FBgn0023171	FBgn0277786	Dere\GG26481	EOG09190DCU
FBgn0023172	FBgn0112841	Dere\GG20653	EOG0919007S
FBgn0023174	FBgn0107955	Dere\GG15711	EOG09190DNG
FBgn0023175	FBgn0117377	Dere\GG25255	EOG09190EA4
FBgn0023177	FBgn0110209	Dere\GG17991	EOG09190BCS
FBgn0023178	FBgn0104480	Dere\GG12188	EOG09190JJ4
FBgn0023179	FBgn0104466	Dere\GG12174	EOG091903PX
FBgn0023180	FBgn0117378	Dere\GG25256	EOG09190EYA
FBgn0023181	FBgn0112087	Dere\GG19886	EOG091908K5
FBgn0023212	FBgn0107609	Dere\GG15357	EOG09190IVK
FBgn0023213	FBgn0108660	Dere\GG16429	EOG091900GK
FBgn0023214	FBgn0113138	Dere\GG20954	EOG09190HJ4
FBgn0023215	FBgn0110874	Dere\GG18664	EOG09190HHR
FBgn0023216	FBgn0110784	Dere\GG18573	EOG0919066X
FBgn0023388	FBgn0113702	Dere\GG21524	EOG091901PB
FBgn0023395	FBgn0108269	Dere\Chd3	EOG091902NC
FBgn0023407	FBgn0102504	Dere\GG10194	EOG091902DO
FBgn0023415	FBgn0115836	Dere\GG23695	EOG09190IAZ
FBgn0023416	FBgn0113520	Dere\GG21341	EOG091901TN
FBgn0023441	FBgn0114514	Dere\GG22342	EOG091904AL
FBgn0023458	FBgn0109909	Dere\GG17687	EOG0919002V
FBgn0023477	FBgn0115062	Dere\GG22905	EOG09190BDG
FBgn0023479	FBgn0106631	Dere\GG14372	EOG0919003O
FBgn0023489	FBgn0116863	Dere\GG24732	EOG09190ENP
FBgn0023495	FBgn0109289	Dere\GG17061	EOG09190A1M
FBgn0023496	FBgn0102675	Dere\GG10366	EOG0919084G
FBgn0023506	FBgn0110467	Dere\GG18251	EOG0919076N
FBgn0023507	FBgn0105182	Dere\GG12909	EOG09190614
FBgn0023508	FBgn0277474	Dere\GG26169	EOG091902H3
FBgn0023509	FBgn0105164	Dere\GG12891	EOG0919032H
FBgn0023510	FBgn0084906	Dere\GG12890	EOG091900IX
FBgn0023511	FBgn0104955	Dere\GG12667	EOG091901TH
FBgn0023512	FBgn0104954	Dere\GG12666	EOG091903N2
FBgn0023513	FBgn0105159	Dere\GG12885	EOG091901CQ
FBgn0023514	FBgn0105161	Dere\GG12887	EOG09190AB0
FBgn0023515	FBgn0104965	Dere\GG12677	EOG091901VO
FBgn0023516	FBgn0104964	Dere\GG12676	EOG0919059X
FBgn0023517	FBgn0104963	Dere\GG12675	EOG09190CGC
FBgn0023518	FBgn0104960	Dere\GG12672	EOG0919027I
FBgn0023519	FBgn0105163	Dere\GG12889	EOG09190EK3
FBgn0023520	FBgn0104953	Dere\GG12665	EOG09190886
FBgn0023521	FBgn0105167	Dere\GG12894	EOG09190C0F
FBgn0023522	FBgn0105166	Dere\GG12893	EOG091908ZI
FBgn0023523	FBgn0105199	Dere\GG12926	EOG091909NV
FBgn0023524	FBgn0104919	Dere\GG12631	EOG091907SD
FBgn0023525	FBgn0104921	Dere\GG12633	EOG09190D1V
FBgn0023526	FBgn0104912	Dere\GG12624	EOG09190CS3
FBgn0023527	FBgn0105200	Dere\GG12927	EOG09190809
FBgn0023528	FBgn0104917	Dere\GG12629	EOG091909JH
FBgn0023529	FBgn0104916	Dere\GG12628	EOG091902L5
FBgn0023530	FBgn0104976	Dere\GG12688	EOG09190J69
FBgn0023531	FBgn0104975	Dere\GG12687	EOG091901Z1
FBgn0023534	FBgn0105068	Dere\GG12790	EOG09190JGE
FBgn0023535	FBgn0105070	Dere\GG12792	EOG09190C5O
FBgn0023536	FBgn0085941	Dere\GG12789	EOG091903UW
FBgn0023537	FBgn0105044	Dere\GG12757	EOG09190623
FBgn0023540	FBgn0105184	Dere\GG12911	EOG09190FYF
FBgn0023541	FBgn0104932	Dere\GG12644	EOG0919090L
FBgn0023542	FBgn0104931	Dere\GG12643	EOG0919061H
FBgn0023545	FBgn0104950	Dere\GG12662	EOG09190A1G
FBgn0023549	FBgn0105193	Dere\GG12920	EOG091904MV
FBgn0023550	FBgn0104928	Dere\GG12640	EOG091908RN
FBgn0024150	FBgn0105533	Dere\GG13261	EOG091900EX
FBgn0024177	FBgn0106315	Dere\GG14053	EOG09190A19
FBgn0024179	FBgn0106486	Dere\GG14225	EOG091902SX
FBgn0024182	FBgn0111927	Dere\GG19726	EOG091904RV
FBgn0024183	FBgn0116356	Dere\GG24224	EOG09190IAK
FBgn0024184	FBgn0111337	Dere\GG19131	EOG09190CO9
FBgn0024187	FBgn0107184	Dere\GG14930	EOG0919013S
FBgn0024188	FBgn0112388	Dere\GG20197	EOG09190H31
FBgn0024189	FBgn0115536	Dere\GG23388	EOG091900K4
FBgn0024191	FBgn0117221	Dere\GG25092	EOG091904B3
FBgn0024194	FBgn0107163	Dere\GG14909	EOG0919065J
FBgn0024196	FBgn0112867	Dere\GG20680	EOG09190JNH
FBgn0024222	FBgn0112392	Dere\GG20201	EOG0919038T
FBgn0024227	FBgn0102656	Dere\GG10347	EOG09190APC
FBgn0024230	FBgn0113809	Dere\GG21631	EOG091909TL
FBgn0024232	FBgn0278290	Dere\GG26985	EOG091901M2
FBgn0024234	FBgn0115050	Dere\GG22893	EOG091908PA
FBgn0024236	FBgn0106583	Dere\GG14322	EOG091905N9
FBgn0024238	FBgn0110403	Dere\GG18187	EOG0919041K
FBgn0024244	FBgn0117083	Dere\GG24954	EOG09190JRI
FBgn0024245	FBgn0113817	Dere\GG21639	EOG0919063P
FBgn0024248	FBgn0116104	Dere\GG23965	EOG091905V2
FBgn0024249	FBgn0114454	Dere\GG22282	EOG09190I3J
FBgn0024250	FBgn0111840	Dere\GG19638	EOG09190DMM
FBgn0024251	FBgn0111928	Dere\GG19727	EOG0919051Y
FBgn0024273	FBgn0104344	Dere\GG12052	EOG09190A7V
FBgn0024277	FBgn0106886	Dere\GG14630	EOG0919007P
FBgn0024285	FBgn0102374	Dere\GG10062	EOG09190CBC
FBgn0024288	FBgn0104085	Dere\GG11790	EOG09190CNR
FBgn0024291	FBgn0115955	Dere\GG23816	EOG09190372
FBgn0024293	FBgn0103072	Dere\GG10767	EOG09190B04
FBgn0024294	FBgn0115411	Dere\GG23260	EOG09190AE2
FBgn0024314	FBgn0116739	Dere\GG24607	EOG091902NG
FBgn0024315	FBgn0114425	Dere\GG22252	EOG0919065X
FBgn0024319	FBgn0114426	Dere\GG22253	EOG091906LA
FBgn0024320	FBgn0116109	Dere\GG23970	EOG091900VY
FBgn0024321	FBgn0113536	Dere\GG21357	EOG091907K5
FBgn0024326	FBgn0109664	Dere\GG17438	EOG091909BF
FBgn0024329	FBgn0108573	Dere\GG16341	EOG091900PO
FBgn0024330	FBgn0109555	Dere\GG17328	EOG09190EZW
FBgn0024352	FBgn0116842	Dere\GG24711	EOG091907JC
FBgn0024360	FBgn0104993	Dere\GG12706	EOG09190718
FBgn0024361	FBgn0105120	Dere\GG12844	EOG09190DXB
FBgn0024362	FBgn0105119	Dere\GG12843	EOG09190C7Z
FBgn0024364	FBgn0105121	Dere\GG12845	EOG091907H2
FBgn0024365	FBgn0104992	Dere\GG12705	EOG091903E1
FBgn0024366	FBgn0104994	Dere\GG12707	EOG091901SI
FBgn0024371	FBgn0113699	Dere\GG21521	EOG09190ALF
FBgn0024432	FBgn0115005	Dere\GG22848	EOG09190IW0
FBgn0024491	FBgn0112329	Dere\GG20135	EOG09190HFT
FBgn0024509	FBgn0103502	Dere\GG11201	EOG09190B81
FBgn0024510	FBgn0106816	Dere\GG14559	EOG0919045K
FBgn0024542	FBgn0106671	Dere\GG14412	EOG09190CT6
FBgn0024555	FBgn0111980	Dere\GG19779	EOG0919031X
FBgn0024556	FBgn0112575	Dere\GG20385	EOG0919077A
FBgn0024558	FBgn0104792	Dere\GG12504	EOG09190D4S
FBgn0024689	FBgn0113919	Dere\GG21741	EOG091903YS
FBgn0024698	FBgn0114593	Dere\GG22421	EOG091900K8
FBgn0024728	FBgn0108629	Dere\GG16397	EOG0919036N
FBgn0024732	FBgn0112432	Dere\GG20241	EOG09190DXF
FBgn0024733	FBgn0108528	Dere\GG16295	EOG09190EJ6
FBgn0024734	FBgn0116314	Dere\GG24181	EOG09190FFI
FBgn0024740	FBgn0102674	Dere\GG10365	EOG09190978
FBgn0024754	FBgn0114517	Dere\GG22345	EOG09190A2F
FBgn0024804	FBgn0108560	Dere\GG16328	EOG091907QJ
FBgn0024806	FBgn0106930	Dere\GG14674	EOG091900ER
FBgn0024811	FBgn0108611	Dere\GG16379	EOG09190BVD
FBgn0024814	FBgn0108326	Dere\GG16091	EOG09190H0A
FBgn0024833	FBgn0109588	Dere\GG17361	EOG091908IK
FBgn0024836	FBgn0112336	Dere\GG20142	EOG0919001U
FBgn0024841	FBgn0103980	Dere\GG11684	EOG09190GK7
FBgn0024846	FBgn0116015	Dere\GG23876	EOG091909PP
FBgn0024887	FBgn0108339	Dere\GG16104	EOG09190ACC
FBgn0024889	FBgn0108294	Dere\GG16059	EOG091905K1
FBgn0024897	FBgn0105149	Dere\GG12875	EOG091907EX
FBgn0024909	FBgn0106535	Dere\GG14274	EOG09190AW5
FBgn0024912	FBgn0102644	Dere\GG10335	EOG09190GVC
FBgn0024913	FBgn0108651	Dere\GG16419	EOG091906JQ
FBgn0024920	FBgn0116605	Dere\GG24473	EOG09190B7N
FBgn0024921	FBgn0107586	Dere\GG15334	EOG09190236
FBgn0024941	FBgn0110435	Dere\GG18219	EOG0919072Z
FBgn0024943	FBgn0111248	Dere\GG19042	EOG0919097X
FBgn0024944	FBgn0107477	Dere\GG15225	EOG0919060J
FBgn0024945	FBgn0106955	Dere\GG14699	EOG091907DV
FBgn0024947	FBgn0116609	Dere\GG24477	EOG091906HF
FBgn0024956	FBgn0114887	Dere\GG22722	EOG09190D7Y
FBgn0024957	FBgn0109513	Dere\GG17286	EOG091901Y6
FBgn0024958	FBgn0104779	Dere\GG12491	EOG0919021B
FBgn0024963	FBgn0115618	Dere\GG23471	EOG0919078O
FBgn0024973	FBgn0110821	Dere\GG18610	EOG091904A3
FBgn0024975	FBgn0110838	Dere\GG18628	EOG091909LI
FBgn0024980	FBgn0110817	Dere\GG18606	EOG09190ES7
FBgn0024983	FBgn0105042	Dere\GG12755	EOG091909DQ
FBgn0024984	FBgn0105192	Dere\GG12919	EOG09190KH2
FBgn0024985	FBgn0105128	Dere\GG12852	EOG091908VM
FBgn0024986	FBgn0104989	Dere\GG12702	EOG09190H9P
FBgn0024987	FBgn0105123	Dere\GG12847	EOG09190DPF
FBgn0024989	FBgn0105063	Dere\GG12779	EOG091905X5
FBgn0024992	FBgn0110825	Dere\GG18614	EOG09190440
FBgn0024993	FBgn0110830	Dere\GG18620	EOG09190G7I
FBgn0024994	FBgn0110824	Dere\GG18613	EOG09190BT3
FBgn0024995	FBgn0110823	Dere\GG18612	EOG09190CWA
FBgn0024996	FBgn0110831	Dere\GG18621	EOG09190AIV
FBgn0024997	FBgn0110832	Dere\GG18622	EOG0919057P
FBgn0024998	FBgn0110822	Dere\GG18611	EOG09190CFM
FBgn0025109	FBgn0117034	Dere\GG24905	EOG09190CH2
FBgn0025111	FBgn0111108	Dere\GG18901	EOG09190CMY
FBgn0025115	FBgn0116036	Dere\GG23897	EOG09190INR
FBgn0025185	FBgn0103043	Dere\GG10738	EOG0919051S
FBgn0025186	FBgn0114349	Dere\GG22175	EOG091906WG
FBgn0025334	FBgn0112184	Dere\GG19984	EOG09190ESV
FBgn0025335	FBgn0112187	Dere\GG19987	EOG09190ARO
FBgn0025336	FBgn0112185	Dere\GG19985	EOG09190A7L
FBgn0025352	FBgn0112186	Dere\GG19986	EOG091907HR
FBgn0025355	FBgn0045001	Dere\SuUR	EOG091905SA
FBgn0025360	FBgn0115477	Dere\GG23326	EOG091909YH
FBgn0025366	FBgn0102437	Dere\GG10126	EOG09190E1M
FBgn0025373	FBgn0114833	Dere\GG22668	EOG0919083I
FBgn0025378	FBgn0104973	Dere\GG12685	EOG09190C9X
