FBgn0000008	FBgn0231782	Dyak\GE14160	EOG091902HN
FBgn0028944	FBgn0236741	Dyak\GE19398	EOG09190CUB
FBgn0028945	FBgn0238358	Dyak\GE21078	EOG09190DCP
FBgn0028946	FBgn0236739	Dyak\GE19395	EOG091909IO
FBgn0028948	FBgn0042728	Dyak\BG:BACR44L22.3	EOG09190E3G
FBgn0028949	FBgn0236740	Dyak\GE19397	EOG09190DHK
FBgn0028950	FBgn0236742	Dyak\GE19399	EOG09190FOL
FBgn0028952	FBgn0235347	Dyak\GE17911	EOG0919061R
FBgn0028953	FBgn0229461	Dyak\GE11665	EOG09190AAQ
FBgn0028955	FBgn0236612	Dyak\GE19259	EOG09190KS5
FBgn0028962	FBgn0238742	Dyak\GE21485	EOG091901F3
FBgn0028963	FBgn0230238	Dyak\GE12498	EOG091909P0
FBgn0028965	FBgn0229736	Dyak\GE11956	EOG09190FAC
FBgn0028968	FBgn0228776	Dyak\GE10946	EOG0919025Y
FBgn0028969	FBgn0234025	Dyak\GE16508	EOG091908BC
FBgn0028970	FBgn0235622	Dyak\GE18191	EOG09190AKL
FBgn0028974	FBgn0233188	Dyak\GE15617	EOG0919023L
FBgn0028978	FBgn0239630	Dyak\GE22407	EOG091907PV
FBgn0028979	FBgn0230648	Dyak\GE12934	EOG091903GH
FBgn0028980	FBgn0238786	Dyak\GE21531	EOG09190G9G
FBgn0028982	FBgn0234236	Dyak\GE16740	EOG091900OM
FBgn0028983	FBgn0229704	Dyak\GE11922	EOG09190C4R
FBgn0028984	FBgn0243431	Dyak\GE26405	EOG091908X4
FBgn0028988	FBgn0236442	Dyak\GE19081	EOG09190AFD
FBgn0028990	FBgn0235836	Dyak\GE18418	EOG0919094F
FBgn0028992	FBgn0067931	Dyak\sds22	EOG09190C72
FBgn0028993	FBgn0228883	Dyak\GE11056	EOG09190A6N
FBgn0028996	FBgn0232113	Dyak\GE14509	EOG091901T5
FBgn0028997	FBgn0243020	Dyak\GE25974	EOG09190A9G
FBgn0028999	FBgn0238389	Dyak\GE21110	EOG091909N3
FBgn0029002	FBgn0238354	Dyak\GE21074	EOG09190E71
FBgn0029003	FBgn0233248	Dyak\GE15680	EOG091909MN
FBgn0029006	FBgn0229665	Dyak\GE11881	EOG091902G3
FBgn0029067	FBgn0068396	Dyak\GE15304	EOG09190E7C
FBgn0029079	FBgn0067965	Dyak\icln	EOG09190G3O
FBgn0029082	FBgn0231288	Dyak\GE13629	EOG091900WI
FBgn0029084	FBgn0231781	Dyak\GE14159	EOG09190I6E
FBgn0029088	FBgn0241268	Dyak\GE24132	EOG091901JD
FBgn0029092	FBgn0239505	Dyak\GE22280	EOG091909LA
FBgn0029093	FBgn0240769	Dyak\GE23596	EOG09190A08
FBgn0029094	FBgn0067999	Dyak\asf1	EOG09190EQ7
FBgn0029095	FBgn0233426	Dyak\GE15865	EOG0919061O
FBgn0029105	FBgn0231960	Dyak\GE14347	EOG091903H4
FBgn0029113	FBgn0237688	Dyak\GE20372	EOG0919066C
FBgn0029114	FBgn0084842	Dyak\GE22231	EOG09190101
FBgn0029117	FBgn0238839	Dyak\GE21584	EOG09190C2P
FBgn0029118	FBgn0237863	Dyak\GE20552	EOG091908ZL
FBgn0029121	FBgn0238751	Dyak\GE21494	EOG09190DHF
FBgn0029123	FBgn0236180	Dyak\GE18794	EOG09190DEL
FBgn0029131	FBgn0236424	Dyak\GE19062	EOG09190DGO
FBgn0029133	FBgn0234537	Dyak\GE17053	EOG09190DYP
FBgn0029134	FBgn0068093	Dyak\Prosbeta5	EOG09190DH4
FBgn0029137	FBgn0230158	Dyak\GE12413	EOG091904GM
FBgn0029147	FBgn0230003	Dyak\GE12244	EOG091904XL
FBgn0029148	FBgn0068118	Dyak\NHP2	EOG09190IB0
FBgn0029152	FBgn0239546	Dyak\GE22322	EOG091909N9
FBgn0029153	FBgn0231687	Dyak\GE14061	EOG091904FP
FBgn0029154	FBgn0231686	Dyak\GE14060	EOG0919082D
FBgn0029155	FBgn0240878	Dyak\GE23720	EOG091904AV
FBgn0029157	FBgn0228598	Dyak\GE10755	EOG0919028M
FBgn0029161	FBgn0067960	Dyak\kisir	EOG09190F9C
FBgn0029167	FBgn0239216	Dyak\GE21983	EOG09190015
FBgn0029170	FBgn0240867	Dyak\GE23709	EOG09190JBK
FBgn0029172	FBgn0239021	Dyak\GE21776	EOG091909IP
FBgn0029173	FBgn0236162	Dyak\GE18775	EOG091904YS
FBgn0029174	FBgn0068159	Dyak\FKBP59	EOG091908F8
FBgn0029175	FBgn0231722	Dyak\GE14097	EOG0919036R
FBgn0029176	FBgn0068163	Dyak\Ef1gamma	EOG091909CH
FBgn0029501	FBgn0232018	Dyak\GE14410	EOG09190B9S
FBgn0029502	FBgn0234265	Dyak\GE16772	EOG09190F1Z
FBgn0029503	FBgn0240641	Dyak\GE23458	EOG09190B5H
FBgn0029504	FBgn0234975	Dyak\GE17515	EOG091903ID
FBgn0029506	FBgn0068009	Dyak\Tsp42Ee	EOG09190FGB
FBgn0029507	FBgn0068010	Dyak\Tsp42Ed	EOG09190EIC
FBgn0029508	FBgn0236451	Dyak\GE19090	EOG09190EHH
FBgn0029512	FBgn0241630	Dyak\GE24516	EOG09190BLY
FBgn0029514	FBgn0238425	Dyak\GE21149	EOG09190EAI
FBgn0029521	FBgn0234113	Dyak\GE16605	EOG091909HA
FBgn0029525	FBgn0234096	Dyak\GE16584	EOG091900TT
FBgn0029529	FBgn0234090	Dyak\GE16578	EOG09190IS6
FBgn0029531	FBgn0234086	Dyak\GE16572	EOG09190FXF
FBgn0029532	FBgn0234084	Dyak\GE16570	EOG091909UI
FBgn0029535	FBgn0234141	Dyak\GE16643	EOG09190J43
FBgn0029552	FBgn0234152	Dyak\GE16654	EOG09190JOV
FBgn0029568	FBgn0234168	Dyak\GE16671	EOG09190AU6
FBgn0029573	FBgn0234179	Dyak\GE16682	EOG09190K30
FBgn0029580	FBgn0234186	Dyak\GE16689	EOG09190GA4
FBgn0029594	FBgn0233762	Dyak\GE16221	EOG09190HWH
FBgn0029596	FBgn0234469	Dyak\GE16983	EOG09190H7U
FBgn0029603	FBgn0234457	Dyak\GE16970	EOG09190FQO
FBgn0029608	FBgn0234448	Dyak\GE16961	EOG09190C3T
FBgn0029629	FBgn0234424	Dyak\GE16936	EOG09190DBK
FBgn0029642	FBgn0233824	Dyak\GE16288	EOG09190EHI
FBgn0029645	FBgn0233825	Dyak\GE16289	EOG09190KQD
FBgn0029646	FBgn0233826	Dyak\GE16290	EOG09190K0Y
FBgn0029647	FBgn0233827	Dyak\GE16291	EOG09190JL2
FBgn0029648	FBgn0233828	Dyak\GE16292	EOG09190FGU
FBgn0029649	FBgn0234398	Dyak\GE16908	EOG09190I9I
FBgn0029656	FBgn0234388	Dyak\GE16898	EOG0919075E
FBgn0029657	FBgn0234387	Dyak\GE16897	EOG09190GB8
FBgn0029658	FBgn0234386	Dyak\GE16896	EOG09190GIT
FBgn0029659	FBgn0234385	Dyak\GE16895	EOG09190H6A
FBgn0029660	FBgn0233834	Dyak\GE16300	EOG091905XK
FBgn0029661	FBgn0234384	Dyak\GE16894	EOG09190AKZ
FBgn0029662	FBgn0234383	Dyak\GE16893	EOG091909DP
FBgn0029663	FBgn0234382	Dyak\GE16892	EOG09190330
FBgn0029664	FBgn0233835	Dyak\GE16301	EOG0919081C
FBgn0029665	FBgn0234380	Dyak\GE16890	EOG09190FYE
FBgn0029666	FBgn0233836	Dyak\GE16302	EOG091904JG
FBgn0029667	FBgn0234379	Dyak\GE16889	EOG091907WB
FBgn0029669	FBgn0233837	Dyak\GE16303	EOG09190K1L
FBgn0029672	FBgn0234377	Dyak\GE16887	EOG091909KN
FBgn0029679	FBgn0233847	Dyak\GE16314	EOG0919043B
FBgn0029681	FBgn0233852	Dyak\GE16320	EOG09190FCW
FBgn0029685	FBgn0234369	Dyak\GE16879	EOG0919029J
FBgn0029687	FBgn0233854	Dyak\GE16322	EOG09190H1U
FBgn0029688	FBgn0234368	Dyak\GE16878	EOG0919007O
FBgn0029689	FBgn0234367	Dyak\GE16877	EOG091905HW
FBgn0029690	FBgn0234366	Dyak\GE16876	EOG091904AO
FBgn0029693	FBgn0234364	Dyak\GE16874	EOG091902FG
FBgn0029696	FBgn0234360	Dyak\GE16868	EOG09190KHU
FBgn0029697	FBgn0233865	Dyak\GE16335	EOG091903J1
FBgn0029700	FBgn0234357	Dyak\GE16865	EOG09190K3T
FBgn0029701	FBgn0233867	Dyak\GE16337	EOG09190HII
FBgn0029702	FBgn0233869	Dyak\GE16339	EOG09190EHD
FBgn0029703	FBgn0234355	Dyak\GE16863	EOG091907SA
FBgn0029705	FBgn0234352	Dyak\GE16860	EOG09190A5U
FBgn0029706	FBgn0233872	Dyak\GE16342	EOG091901MY
FBgn0029707	FBgn0233873	Dyak\GE16343	EOG09190KHJ
FBgn0029708	FBgn0233877	Dyak\GE16347	EOG091906DJ
FBgn0029709	FBgn0233878	Dyak\GE16348	EOG09190FX2
FBgn0029710	FBgn0233880	Dyak\GE16350	EOG091909MT
FBgn0029711	FBgn0234344	Dyak\GE16852	EOG09190C5L
FBgn0029712	FBgn0233881	Dyak\GE16351	EOG09190FOU
FBgn0029713	FBgn0234343	Dyak\GE16851	EOG091907I6
FBgn0029714	FBgn0233882	Dyak\GE16352	EOG09190DMI
FBgn0029715	FBgn0234342	Dyak\GE16850	EOG09190JER
FBgn0029716	FBgn0233883	Dyak\GE16353	EOG09190K8P
FBgn0029717	FBgn0234341	Dyak\GE16849	EOG09190EGQ
FBgn0029718	FBgn0233886	Dyak\GE16356	EOG09190G2G
FBgn0029719	FBgn0234334	Dyak\GE16842	EOG0919059C
FBgn0029720	FBgn0234333	Dyak\GE16841	EOG09190AZI
FBgn0029722	FBgn0233891	Dyak\GE16362	EOG09190811
FBgn0029723	FBgn0233892	Dyak\GE16363	EOG0919078H
FBgn0029724	FBgn0234327	Dyak\GE16835	EOG09190FGX
FBgn0029726	FBgn0234324	Dyak\GE16832	EOG09190HFY
FBgn0029727	FBgn0233894	Dyak\GE16365	EOG0919072O
FBgn0029728	FBgn0234323	Dyak\GE16831	EOG091901OQ
FBgn0029729	FBgn0233896	Dyak\GE16367	EOG09190FST
FBgn0029730	FBgn0233897	Dyak\GE16368	EOG091906V7
FBgn0029733	FBgn0233903	Dyak\GE16374	EOG09190626
FBgn0029736	FBgn0234321	Dyak\GE16829	EOG091903B1
FBgn0029737	FBgn0233905	Dyak\GE16376	EOG091905PH
FBgn0029740	FBgn0233909	Dyak\GE16380	EOG09190GG7
FBgn0029745	FBgn0233913	Dyak\GE16384	EOG09190CDJ
FBgn0029746	FBgn0233914	Dyak\GE16385	EOG09190ETR
FBgn0029747	FBgn0234316	Dyak\GE16824	EOG0919083V
FBgn0029750	FBgn0234315	Dyak\GE16823	EOG091903PP
FBgn0029751	FBgn0234314	Dyak\GE16822	EOG09190JPT
FBgn0029752	FBgn0234312	Dyak\TrxT	EOG09190IRJ
FBgn0029753	FBgn0233921	Dyak\GE16392	EOG09190GSZ
FBgn0029754	FBgn0234311	Dyak\GE16819	EOG091905RK
FBgn0029755	FBgn0233922	Dyak\GE16393	EOG09190AXU
FBgn0029756	FBgn0234309	Dyak\GE16817	EOG091904JD
FBgn0029761	FBgn0233928	Dyak\GE16400	EOG091902NW
FBgn0029762	FBgn0234308	Dyak\GE16816	EOG091904L4
FBgn0029763	FBgn0233931	Dyak\GE16403	EOG0919031L
FBgn0029765	FBgn0068402	Dyak\GE16404	EOG09190HJK
FBgn0029766	FBgn0233933	Dyak\GE16406	EOG09190ILX
FBgn0029768	FBgn0233934	Dyak\GE16407	EOG091907ZP
FBgn0029769	FBgn0234304	Dyak\GE16812	EOG0919076T
FBgn0029770	FBgn0233936	Dyak\GE16409	EOG09190GLH
FBgn0029771	FBgn0233938	Dyak\GE16411	EOG09190HLX
FBgn0029778	FBgn0234300	Dyak\GE16808	EOG0919089O
FBgn0029783	FBgn0234292	Dyak\GE16799	EOG09190D70
FBgn0029785	FBgn0068315	Dyak\GE16415	EOG09190ITI
FBgn0029789	FBgn0234289	Dyak\GE16796	EOG091902SL
FBgn0029791	FBgn0233947	Dyak\GE16421	EOG091901KQ
FBgn0029795	FBgn0233950	Dyak\GE16424	EOG091907RA
FBgn0029798	FBgn0233951	Dyak\GE16425	EOG091902CU
FBgn0029799	FBgn0233952	Dyak\GE16426	EOG09190G2I
FBgn0029800	FBgn0234283	Dyak\GE16790	EOG09190HCD
FBgn0029801	FBgn0233954	Dyak\GE16428	EOG09190BJT
FBgn0029804	FBgn0234281	Dyak\GE16788	EOG091907Z5
FBgn0029807	FBgn0234278	Dyak\GE16785	EOG091902WJ
FBgn0029809	FBgn0233957	Dyak\GE16431	EOG091909UP
FBgn0029810	FBgn0233958	Dyak\GE16432	EOG09190AER
FBgn0029812	FBgn0233960	Dyak\GE16434	EOG09190E03
FBgn0029813	FBgn0234277	Dyak\GE16784	EOG09190G51
FBgn0029814	FBgn0233961	Dyak\GE16435	EOG0919069F
FBgn0029816	FBgn0233962	Dyak\GE16436	EOG09190FUO
FBgn0029817	FBgn0235014	Dyak\GE17556	EOG09190F9Z
FBgn0029818	FBgn0233255	Dyak\GE15687	EOG091903ZI
FBgn0029819	FBgn0233253	Dyak\GE15685	EOG09190535
FBgn0029820	FBgn0235015	Dyak\GE17557	EOG091906JX
FBgn0029821	FBgn0235016	Dyak\GE17559	EOG091906KB
FBgn0029822	FBgn0235018	Dyak\GE17561	EOG09190C8R
FBgn0029823	FBgn0233252	Dyak\GE15684	EOG091905NB
FBgn0029824	FBgn0235020	Dyak\GE17563	EOG091909LM
FBgn0029826	FBgn0235022	Dyak\GE17565	EOG09190DF2
FBgn0029827	FBgn0235024	Dyak\GE17567	EOG09190EXS
FBgn0029828	FBgn0235025	Dyak\GE17568	EOG09190C5U
FBgn0029830	FBgn0235026	Dyak\GE17569	EOG091902P9
FBgn0029831	FBgn0235027	Dyak\GE17570	EOG091904WX
FBgn0029833	FBgn0235030	Dyak\GE17573	EOG09190GAZ
FBgn0029834	FBgn0235031	Dyak\GE17574	EOG0919008T
FBgn0029835	FBgn0235032	Dyak\GE17575	EOG091908GF
FBgn0029836	FBgn0234227	Dyak\GE16731	EOG09190H5D
FBgn0029837	FBgn0234005	Dyak\GE16487	EOG09190BZS
FBgn0029838	FBgn0068308	Dyak\GE16486	EOG09190GGK
FBgn0029839	FBgn0234004	Dyak\GE16485	EOG09190DLV
FBgn0029840	FBgn0276646	Dyak\GE28491	EOG091900O8
FBgn0029843	FBgn0234228	Dyak\GE16732	EOG091902AS
FBgn0029848	FBgn0233996	Dyak\GE16477	EOG091908W7
FBgn0029849	FBgn0234229	Dyak\GE16733	EOG09190AUY
FBgn0029851	FBgn0234231	Dyak\GE16735	EOG09190BS7
FBgn0029853	FBgn0234235	Dyak\GE16739	EOG09190FKA
FBgn0029854	FBgn0233994	Dyak\GE16473	EOG09190IWJ
FBgn0029857	FBgn0234237	Dyak\GE16741	EOG09190CF1
FBgn0029861	FBgn0234238	Dyak\GE16742	EOG091902PV
FBgn0029863	FBgn0234239	Dyak\GE16743	EOG09190DNX
FBgn0029864	FBgn0234240	Dyak\GE16744	EOG091903JH
FBgn0029866	FBgn0234243	Dyak\GE16748	EOG09190AZ7
FBgn0029867	FBgn0234244	Dyak\GE16749	EOG09190C23
FBgn0029868	FBgn0068326	Dyak\GE16467	EOG09190I8R
FBgn0029870	FBgn0234246	Dyak\GE16751	EOG091902JU
FBgn0029873	FBgn0234247	Dyak\GE16752	EOG09190JXP
FBgn0029874	FBgn0233983	Dyak\GE16461	EOG091909ON
FBgn0029877	FBgn0234250	Dyak\GE16756	EOG09190DY0
FBgn0029878	FBgn0234251	Dyak\GE16757	EOG091904DJ
FBgn0029879	FBgn0234253	Dyak\GE16759	EOG091904BA
FBgn0029880	FBgn0275888	Dyak\GE27733	EOG091905KN
FBgn0029881	FBgn0234254	Dyak\GE16760	EOG091904SY
FBgn0029882	FBgn0233981	Dyak\GE16458	EOG09190EOX
FBgn0029885	FBgn0233980	Dyak\GE16457	EOG09190J06
FBgn0029887	FBgn0233979	Dyak\GE16456	EOG09190EHC
FBgn0029888	FBgn0233978	Dyak\GE16455	EOG09190G58
FBgn0029890	FBgn0234258	Dyak\GE16765	EOG0919086R
FBgn0029891	FBgn0234259	Dyak\GE16766	EOG091903X1
FBgn0029892	FBgn0233976	Dyak\GE16453	EOG09190DDS
FBgn0029893	FBgn0233975	Dyak\GE16452	EOG09190BCG
FBgn0029894	FBgn0233974	Dyak\GE16451	EOG09190I6H
FBgn0029895	FBgn0234261	Dyak\GE16768	EOG0919030V
FBgn0029896	FBgn0233973	Dyak\GE16450	EOG091904TX
FBgn0029897	FBgn0068331	Dyak\GE16448	EOG09190GQU
FBgn0029898	FBgn0234263	Dyak\GE16770	EOG091905LO
FBgn0029899	FBgn0234264	Dyak\GE16771	EOG0919006A
FBgn0029903	FBgn0234266	Dyak\GE16773	EOG091900ZK
FBgn0029905	FBgn0233968	Dyak\GE16442	EOG09190BWC
FBgn0029906	FBgn0234268	Dyak\GE16775	EOG09190733
FBgn0029907	FBgn0234269	Dyak\GE16776	EOG09190GE4
FBgn0029909	FBgn0233967	Dyak\GE16441	EOG09190A0L
FBgn0029911	FBgn0233966	Dyak\GE16440	EOG09190G0J
FBgn0029912	FBgn0234271	Dyak\GE16778	EOG0919032Z
FBgn0029913	FBgn0233965	Dyak\GE16439	EOG091908VG
FBgn0029914	FBgn0234272	Dyak\GE16779	EOG09190AAH
FBgn0029915	FBgn0233963	Dyak\GE16437	EOG09190H5Q
FBgn0029922	FBgn0233259	Dyak\GE15691	EOG091903SS
FBgn0029924	FBgn0233260	Dyak\GE15692	EOG091906O0
FBgn0029925	FBgn0068342	Dyak\GE17554	EOG09190ED9
FBgn0029928	FBgn0235007	Dyak\GE17548	EOG091907VY
FBgn0029929	FBgn0233265	Dyak\GE15697	EOG09190FW8
FBgn0029930	FBgn0235006	Dyak\GE17547	EOG09190FKJ
FBgn0029931	FBgn0233266	Dyak\GE15698	EOG09190FN5
FBgn0029932	FBgn0233269	Dyak\GE15702	EOG091907E3
FBgn0029935	FBgn0235001	Dyak\GE17542	EOG09190B4B
FBgn0029936	FBgn0235000	Dyak\GE17541	EOG09190F2A
FBgn0029937	FBgn0233270	Dyak\GE15703	EOG09190HZE
FBgn0029939	FBgn0233271	Dyak\GE15704	EOG091902XN
FBgn0029940	FBgn0233273	Dyak\GE15706	EOG09190F67
FBgn0029941	FBgn0234991	Dyak\GE17532	EOG0919048R
FBgn0029942	FBgn0233274	Dyak\GE15707	EOG09190DVK
FBgn0029943	FBgn0083334	Dyak\Atg5	EOG09190D1E
FBgn0029944	FBgn0233276	Dyak\GE15709	EOG091905WE
FBgn0029945	FBgn0233279	Dyak\GE15712	EOG091904DQ
FBgn0029946	FBgn0234986	Dyak\GE17526	EOG09190JDA
FBgn0029947	FBgn0233282	Dyak\GE15715	EOG09190KJS
FBgn0029948	FBgn0233285	Dyak\GE15718	EOG09190G6X
FBgn0029949	FBgn0234984	Dyak\GE17524	EOG09190D6R
FBgn0029950	FBgn0233288	Dyak\GE15721	EOG09190594
FBgn0029951	FBgn0233293	Dyak\GE15726	EOG09190F85
FBgn0029952	FBgn0234976	Dyak\GE17516	EOG09190I5T
FBgn0029955	FBgn0234974	Dyak\GE17514	EOG09190EWZ
FBgn0029957	FBgn0233296	Dyak\GE15729	EOG091908MT
FBgn0029958	FBgn0234972	Dyak\GE17512	EOG091906Z7
FBgn0029959	FBgn0233297	Dyak\GE15730	EOG09190EVO
FBgn0029961	FBgn0233299	Dyak\GE15732	EOG091904P1
FBgn0029962	FBgn0233303	Dyak\GE15736	EOG09190B1V
FBgn0029963	FBgn0234970	Dyak\GE17510	EOG09190A6M
FBgn0029964	FBgn0233304	Dyak\GE15737	EOG09190IRW
FBgn0029965	FBgn0234969	Dyak\GE17509	EOG091904LR
FBgn0029966	FBgn0233307	Dyak\GE15740	EOG091907KB
FBgn0029968	FBgn0233308	Dyak\GE15741	EOG091905LT
FBgn0029969	FBgn0234964	Dyak\GE17503	EOG091909C2
FBgn0029970	FBgn0234963	Dyak\GE17502	EOG091904IG
FBgn0029971	FBgn0068361	Dyak\GE17501	EOG09190KQX
FBgn0029974	FBgn0234962	Dyak\GE17499	EOG09190BQ2
FBgn0029975	FBgn0233312	Dyak\GE15745	EOG09190C4V
FBgn0029976	FBgn0233313	Dyak\GE15746	EOG091901OJ
FBgn0029977	FBgn0234961	Dyak\GE17498	EOG091909V0
FBgn0029979	FBgn0234960	Dyak\GE17497	EOG091904BN
FBgn0029980	FBgn0234959	Dyak\GE17496	EOG09190C0I
FBgn0029987	FBgn0233318	Dyak\GE15752	EOG09190GVJ
FBgn0029990	FBgn0234953	Dyak\GE17490	EOG09190BP4
FBgn0029992	FBgn0234951	Dyak\GE17488	EOG09190178
FBgn0029993	FBgn0233323	Dyak\GE15758	EOG091904VO
FBgn0029994	FBgn0068351	Dyak\GE17487	EOG09190BZY
FBgn0029995	FBgn0234950	Dyak\GE17486	EOG09190EK5
FBgn0029996	FBgn0085009	Dyak\GE17485	EOG09190GYF
FBgn0029997	FBgn0234948	Dyak\GE17483	EOG091903OT
FBgn0029999	FBgn0233324	Dyak\GE15759	EOG091904XW
FBgn0030000	FBgn0234946	Dyak\GE17481	EOG091904ZZ
FBgn0030001	FBgn0234945	Dyak\GE17480	EOG091908L2
FBgn0030003	FBgn0233325	Dyak\GE15760	EOG0919064P
FBgn0030004	FBgn0233326	Dyak\GE15761	EOG091903RO
FBgn0030005	FBgn0233327	Dyak\GE15762	EOG09190AQT
FBgn0030006	FBgn0234943	Dyak\GE17478	EOG09190CNN
FBgn0030007	FBgn0234942	Dyak\GE17477	EOG091906K5
FBgn0030008	FBgn0233328	Dyak\GE15763	EOG09190AH3
FBgn0030009	FBgn0233329	Dyak\GE15764	EOG09190GX9
FBgn0030010	FBgn0233330	Dyak\GE15765	EOG09190BCV
FBgn0030011	FBgn0234941	Dyak\GE17476	EOG091909V4
FBgn0030012	FBgn0233332	Dyak\GE15767	EOG09190A4C
FBgn0030013	FBgn0233333	Dyak\GE15768	EOG09190F2Y
FBgn0030014	FBgn0233334	Dyak\GE15769	EOG09190A8Z
FBgn0030015	FBgn0234939	Dyak\GE17474	EOG09190C02
FBgn0030016	FBgn0234937	Dyak\GE17472	EOG091908Q2
FBgn0030017	FBgn0234936	Dyak\GE17471	EOG091907F9
FBgn0030018	FBgn0234935	Dyak\GE17470	EOG0919022I
FBgn0030025	FBgn0233337	Dyak\GE15772	EOG09190H8G
FBgn0030026	FBgn0234933	Dyak\GE17468	EOG09190F60
FBgn0030027	FBgn0233339	Dyak\GE15774	EOG091901S1
FBgn0030028	FBgn0234930	Dyak\GE17464	EOG09190JNN
FBgn0030029	FBgn0234929	Dyak\GE17463	EOG09190F0I
FBgn0030030	FBgn0233340	Dyak\GE15775	EOG09190AA8
FBgn0030033	FBgn0233343	Dyak\GE15778	EOG091903KY
FBgn0030034	FBgn0233344	Dyak\GE15779	EOG09190KC8
FBgn0030035	FBgn0234925	Dyak\GE17459	EOG0919041I
FBgn0030037	FBgn0234923	Dyak\GE17457	EOG0919069H
FBgn0030038	FBgn0233346	Dyak\GE15781	EOG091905IY
FBgn0030039	FBgn0234922	Dyak\GE17456	EOG09190EPA
FBgn0030040	FBgn0068407	Dyak\GE17452	EOG09190EQF
FBgn0030041	FBgn0234916	Dyak\GE17449	EOG09190DOY
FBgn0030048	FBgn0234912	Dyak\GE17445	EOG09190GHC
FBgn0030049	FBgn0233357	Dyak\GE15792	EOG09190624
FBgn0030050	FBgn0234911	Dyak\GE17444	EOG09190FWF
FBgn0030051	FBgn0234910	Dyak\GE17443	EOG0919090Z
FBgn0030052	FBgn0233358	Dyak\GE15793	EOG09190456
FBgn0030053	FBgn0233359	Dyak\GE15794	EOG0919099I
FBgn0030054	FBgn0234906	Dyak\GE17439	EOG0919040Z
FBgn0030055	FBgn0233361	Dyak\GE15796	EOG091902RC
FBgn0030056	FBgn0233362	Dyak\GE15797	EOG09190DIH
FBgn0030057	FBgn0234903	Dyak\GE17436	EOG09190D8L
FBgn0030058	FBgn0234902	Dyak\GE17435	EOG09190GYB
FBgn0030060	FBgn0234901	Dyak\GE17434	EOG091908YS
FBgn0030061	FBgn0233366	Dyak\GE15801	EOG091909LY
FBgn0030063	FBgn0233367	Dyak\GE15802	EOG09190FQD
FBgn0030065	FBgn0233371	Dyak\GE15806	EOG091905U1
FBgn0030066	FBgn0234895	Dyak\GE17428	EOG09190CXU
FBgn0030067	FBgn0233372	Dyak\GE15807	EOG09190GP4
FBgn0030071	FBgn0234893	Dyak\GE17426	EOG09190IY8
FBgn0030073	FBgn0234891	Dyak\GE17424	EOG09190F8H
FBgn0030074	FBgn0234890	Dyak\GE17423	EOG09190GJO
FBgn0030077	FBgn0234889	Dyak\GE17422	EOG0919090E
FBgn0030078	FBgn0234888	Dyak\GE17421	EOG09190JGY
FBgn0030081	FBgn0234886	Dyak\GE17419	EOG091905J5
FBgn0030082	FBgn0233380	Dyak\HP1B	EOG09190G25
FBgn0030086	FBgn0068259	Dyak\GE15818	EOG091906CY
FBgn0030087	FBgn0234884	Dyak\GE17417	EOG091900SX
FBgn0030088	FBgn0233383	Dyak\GE15819	EOG09190FK7
FBgn0030089	FBgn0233384	Dyak\GE15820	EOG0919026G
FBgn0030090	FBgn0234882	Dyak\GE17415	EOG09190G1W
FBgn0030091	FBgn0233387	Dyak\GE15823	EOG091904ZL
FBgn0030092	FBgn0067973	Dyak\fh	EOG09190GHO
FBgn0030093	FBgn0233388	Dyak\GE15824	EOG09190AIF
FBgn0030096	FBgn0234877	Dyak\GE17409	EOG091907D6
FBgn0030097	FBgn0234876	Dyak\GE17408	EOG09190G8F
FBgn0030098	FBgn0233393	Dyak\GE15829	EOG09190GT6
FBgn0030099	FBgn0233394	Dyak\GE15830	EOG09190EIO
FBgn0030100	FBgn0233395	Dyak\GE15831	EOG09190FVX
FBgn0030101	FBgn0234874	Dyak\GE17406	EOG09190DH7
FBgn0030102	FBgn0233041	Dyak\GE15465	EOG091907YT
FBgn0030103	FBgn0235223	Dyak\Obp8a	EOG09190HJR
FBgn0030104	FBgn0235224	Dyak\GE17779	EOG09190ICT
FBgn0030107	FBgn0235226	Dyak\GE17781	EOG09190HH9
FBgn0030108	FBgn0235227	Dyak\GE17782	EOG091909IE
FBgn0030109	FBgn0233039	Dyak\GE15463	EOG091903HS
FBgn0030114	FBgn0235229	Dyak\GE17785	EOG091903TW
FBgn0030121	FBgn0233034	Dyak\GE15458	EOG09190674
FBgn0030122	FBgn0235231	Dyak\GE17787	EOG091906PQ
FBgn0030136	FBgn0068343	Dyak\GE17798	EOG09190KUV
FBgn0030137	FBgn0233022	Dyak\GE15446	EOG09190GG2
FBgn0030141	FBgn0235242	Dyak\GE17800	EOG091905HT
FBgn0030148	FBgn0233015	Dyak\GE15439	EOG091903AG
FBgn0030151	FBgn0235251	Dyak\GE17809	EOG091909FB
FBgn0030156	FBgn0233005	Dyak\GE15429	EOG09190EDL
FBgn0030157	FBgn0235255	Dyak\GE17814	EOG09190KP7
FBgn0030158	FBgn0235256	Dyak\GE17815	EOG09190JA1
FBgn0030159	FBgn0235257	Dyak\GE17816	EOG09190J24
FBgn0030160	FBgn0235259	Dyak\GE17818	EOG09190IPD
FBgn0030161	FBgn0233004	Dyak\GE15428	EOG09190HU5
FBgn0030162	FBgn0233003	Dyak\GE15427	EOG09190B4Y
FBgn0030163	FBgn0233001	Dyak\GE15425	EOG09190AMD
FBgn0030164	FBgn0235260	Dyak\GE17819	EOG09190BTD
